Date,City,PM25
2018-08-11,Sefwi Wiawso,20.5
2018-08-11,Sekondi-Takoradi,22.4
2018-08-11,Somanya,21.3
2018-08-11,Sunyani,21.4
2018-08-11,Tamale,20.7
2018-08-11,Techiman,20.9
2018-08-11,Tema,21.2
2018-08-11,Wa,20.1
2018-08-12,Accra,22.4
2018-08-12,Bolgatanga,21.8
2018-08-12,Cape Coast,22.1
2018-08-12,Dambai,22.6
2018-08-12,Damongo,22.3
2018-08-12,Goaso,20.3
2018-08-12,Ho,18.2
2018-08-12,Kintampo,19.7
2018-08-12,Koforidua,19.6
2018-08-12,Kumasi,20.5
2018-08-12,Nalerigu,20.1
2018-08-12,Navrongo,22.5
2018-08-12,Sefwi Wiawso,20.5
2018-08-12,Sekondi-Takoradi,23.2
2018-08-12,Somanya,20.0
2018-08-12,Sunyani,21.3
2018-08-12,Tamale,19.1
2018-08-12,Techiman,20.8
2018-08-12,Tema,21.4
2018-08-12,Wa,22.4
2018-08-13,Accra,19.0
2018-08-13,Bolgatanga,23.1
2018-08-13,Cape Coast,21.3
2018-08-13,Dambai,20.0
2018-08-13,Damongo,25.4
2018-08-13,Goaso,21.1
2018-08-13,Ho,33.4
2018-08-13,Kintampo,24.0
2018-08-13,Koforidua,20.7
2018-08-13,Kumasi,19.0
2018-08-13,Nalerigu,20.5
2018-08-13,Navrongo,23.4
2018-08-13,Sefwi Wiawso,21.7
2018-08-13,Sekondi-Takoradi,21.3
2018-08-13,Somanya,20.3
2018-08-13,Sunyani,21.0
2018-08-13,Tamale,20.8
2018-08-13,Techiman,21.7
2018-08-13,Tema,20.4
2018-08-13,Wa,23.2
2018-08-14,Accra,22.5
2018-08-14,Bolgatanga,20.5
2018-08-14,Cape Coast,22.4
2018-08-14,Dambai,29.1
2018-08-14,Damongo,17.7
2018-08-14,Goaso,21.0
2018-08-14,Ho,22.4
2018-08-14,Kintampo,30.2
2018-08-14,Koforidua,22.2
2018-08-14,Kumasi,20.0
2018-08-14,Nalerigu,21.7
2018-08-14,Navrongo,16.9
2018-08-14,Sefwi Wiawso,20.9
2018-08-14,Sekondi-Takoradi,22.4
2018-08-14,Somanya,20.8
2018-08-14,Sunyani,22.4
2018-08-14,Tamale,16.0
2018-08-14,Techiman,30.5
2018-08-14,Tema,22.2
2018-08-14,Wa,41.0
2018-08-15,Accra,23.5
2018-08-15,Bolgatanga,20.7
2018-08-15,Cape Coast,24.8
2018-08-15,Dambai,21.5
2018-08-15,Damongo,22.8
2018-08-15,Goaso,20.8
2018-08-15,Ho,21.9
2018-08-15,Kintampo,21.0
2018-08-15,Koforidua,21.2
2018-08-15,Kumasi,21.2
2018-08-15,Nalerigu,21.6
2018-08-15,Navrongo,20.4
2018-08-15,Sefwi Wiawso,21.1
2018-08-15,Sekondi-Takoradi,23.7
2018-08-15,Somanya,22.1
2018-08-15,Sunyani,20.4
2018-08-15,Tamale,20.4
2018-08-15,Techiman,20.1
2018-08-15,Tema,24.0
2018-08-15,Wa,21.6
2018-08-16,Accra,24.1
2018-08-16,Bolgatanga,19.5
2018-08-16,Cape Coast,23.3
2018-08-16,Dambai,21.0
2018-08-16,Damongo,23.5
2018-08-16,Goaso,21.2
2018-08-16,Ho,20.1
2018-08-16,Kintampo,22.7
2018-08-16,Koforidua,19.8
2018-08-16,Kumasi,19.7
2018-08-16,Nalerigu,20.6
2018-08-16,Navrongo,19.2
2018-08-16,Sefwi Wiawso,21.6
2018-08-16,Sekondi-Takoradi,23.7
2018-08-16,Somanya,21.6
2018-08-16,Sunyani,20.5
2018-08-16,Tamale,20.6
2018-08-16,Techiman,21.4
2018-08-16,Tema,23.4
2018-08-16,Wa,19.5
2018-08-17,Accra,22.3
2018-08-17,Bolgatanga,20.5
2018-08-17,Cape Coast,20.7
2018-08-17,Dambai,18.1
2018-08-17,Damongo,22.0
2018-08-17,Goaso,18.8
2018-08-17,Ho,19.3
2018-08-17,Kintampo,19.4
2018-08-17,Koforidua,19.6
2018-08-17,Kumasi,19.8
2018-08-17,Nalerigu,21.9
2018-08-17,Navrongo,19.7
2018-08-17,Sefwi Wiawso,19.4
2018-08-17,Sekondi-Takoradi,21.1
2018-08-17,Somanya,21.1
2018-08-17,Sunyani,20.0
2018-08-17,Tamale,19.7
2018-08-17,Techiman,19.0
2018-08-17,Tema,22.9
2018-08-17,Wa,20.7
2018-08-18,Accra,24.0
2018-08-18,Bolgatanga,18.0
2018-08-18,Cape Coast,22.8
2018-08-18,Dambai,20.1
2018-08-18,Damongo,19.6
2018-08-18,Goaso,20.6
2018-08-18,Ho,22.4
2018-08-18,Kintampo,17.9
2018-08-18,Koforidua,22.8
2018-08-18,Kumasi,19.9
2018-08-18,Nalerigu,18.7
2018-08-18,Navrongo,20.9
2018-08-18,Sefwi Wiawso,21.3
2018-08-18,Sekondi-Takoradi,23.8
2018-08-18,Somanya,22.1
2018-08-18,Sunyani,20.2
2018-08-18,Tamale,17.1
2018-08-18,Techiman,18.0
2018-08-18,Tema,23.7
2018-08-18,Wa,16.9
2018-08-19,Accra,23.4
2018-08-19,Bolgatanga,20.7
2018-08-19,Cape Coast,23.6
2018-08-19,Dambai,23.2
2018-08-19,Damongo,21.8
2018-08-19,Goaso,19.0
2018-08-19,Ho,23.6
2018-08-19,Kintampo,22.8
2018-08-19,Koforidua,23.2
2018-08-19,Kumasi,18.7
2018-08-19,Nalerigu,20.8
2018-08-19,Navrongo,21.8
2018-08-19,Sefwi Wiawso,18.2
2018-08-19,Sekondi-Takoradi,21.1
2018-08-19,Somanya,22.2
2018-08-19,Sunyani,19.8
2018-08-19,Tamale,21.8
2018-08-19,Techiman,20.5
2018-08-19,Tema,22.7
2018-08-19,Wa,17.7
2018-08-20,Accra,21.6
2018-08-20,Bolgatanga,20.1
2018-08-20,Cape Coast,23.2
2018-08-20,Dambai,25.2
2018-08-20,Damongo,24.8
2018-08-20,Goaso,22.0
2018-08-20,Ho,22.8
2018-08-20,Kintampo,23.0
2018-08-20,Koforidua,22.7
2018-08-20,Kumasi,22.6
2018-08-20,Nalerigu,22.3
2018-08-20,Navrongo,21.2
2018-08-20,Sefwi Wiawso,22.3
2018-08-20,Sekondi-Takoradi,23.7
2018-08-20,Somanya,21.7
2018-08-20,Sunyani,22.4
2018-08-20,Tamale,23.5
2018-08-20,Techiman,22.6
2018-08-20,Tema,21.1
2018-08-20,Wa,23.6
2018-08-21,Accra,21.7
2018-08-21,Bolgatanga,22.4
2018-08-21,Cape Coast,22.2
2018-08-21,Dambai,23.9
2018-08-21,Damongo,25.7
2018-08-21,Goaso,22.8
2018-08-21,Ho,28.5
2018-08-21,Kintampo,22.2
2018-08-21,Koforidua,21.8
2018-08-21,Kumasi,22.0
2018-08-21,Nalerigu,21.6
2018-08-21,Navrongo,20.1
2018-08-21,Sefwi Wiawso,22.0
2018-08-21,Sekondi-Takoradi,22.6
2018-08-21,Somanya,22.0
2018-08-21,Sunyani,22.6
2018-08-21,Tamale,20.3
2018-08-21,Techiman,22.0
2018-08-21,Tema,21.0
2018-08-21,Wa,23.3
2018-08-22,Accra,20.9
2018-08-22,Bolgatanga,17.2
2018-08-22,Cape Coast,22.0
2018-08-22,Dambai,19.9
2018-08-22,Damongo,23.0
2018-08-22,Goaso,17.9
2018-08-22,Ho,17.1
2018-08-22,Kintampo,18.5
2018-08-22,Koforidua,18.8
2018-08-22,Kumasi,16.5
2018-08-22,Nalerigu,18.9
2018-08-22,Navrongo,16.8
2018-08-22,Sefwi Wiawso,20.6
2018-08-22,Sekondi-Takoradi,21.2
2018-08-22,Somanya,20.2
2018-08-22,Sunyani,18.0
2018-08-22,Tamale,18.3
2018-08-22,Techiman,16.5
2018-08-22,Tema,22.6
2018-08-22,Wa,20.6
2018-08-23,Accra,19.0
2018-08-23,Bolgatanga,20.3
2018-08-23,Cape Coast,19.9
2018-08-23,Dambai,20.0
2018-08-23,Damongo,20.5
2018-08-23,Goaso,19.2
2018-08-23,Ho,19.8
2018-08-23,Kintampo,20.7
2018-08-23,Koforidua,19.3
2018-08-23,Kumasi,18.7
2018-08-23,Nalerigu,20.2
2018-08-23,Navrongo,19.3
2018-08-23,Sefwi Wiawso,19.4
2018-08-23,Sekondi-Takoradi,18.5
2018-08-23,Somanya,19.2
2018-08-23,Sunyani,17.2
2018-08-23,Tamale,20.0
2018-08-23,Techiman,18.3
2018-08-23,Tema,20.5
2018-08-23,Wa,20.0
2018-08-24,Accra,20.5
2018-08-24,Bolgatanga,19.7
2018-08-24,Cape Coast,18.8
2018-08-24,Dambai,18.1
2018-08-24,Damongo,20.2
2018-08-24,Goaso,18.3
2018-08-24,Ho,18.2
2018-08-24,Kintampo,19.8
2018-08-24,Koforidua,18.9
2018-08-24,Kumasi,18.9
2018-08-24,Nalerigu,19.2
2018-08-24,Navrongo,19.0
2018-08-24,Sefwi Wiawso,19.2
2018-08-24,Sekondi-Takoradi,22.0
2018-08-24,Somanya,18.7
2018-08-24,Sunyani,17.8
2018-08-24,Tamale,19.9
2018-08-24,Techiman,18.0
2018-08-24,Tema,22.5
2018-08-24,Wa,21.5
2018-08-25,Accra,20.5
2018-08-25,Bolgatanga,15.6
2018-08-25,Cape Coast,19.5
2018-08-25,Dambai,17.5
2018-08-25,Damongo,16.8
2018-08-25,Goaso,17.1
2018-08-25,Ho,17.5
2018-08-25,Kintampo,16.4
2018-08-25,Koforidua,20.5
2018-08-25,Kumasi,17.4
2018-08-25,Nalerigu,15.5
2018-08-25,Navrongo,17.4
2018-08-25,Sefwi Wiawso,17.1
2018-08-25,Sekondi-Takoradi,19.2
2018-08-25,Somanya,17.9
2018-08-25,Sunyani,17.5
2018-08-25,Tamale,14.6
2018-08-25,Techiman,17.2
2018-08-25,Tema,22.3
2018-08-25,Wa,49.0
2018-08-26,Accra,21.6
2018-08-26,Bolgatanga,20.7
2018-08-26,Cape Coast,22.8
2018-08-26,Dambai,17.8
2018-08-26,Damongo,17.0
2018-08-26,Goaso,15.6
2018-08-26,Ho,20.4
2018-08-26,Kintampo,18.0
2018-08-26,Koforidua,20.1
2018-08-26,Kumasi,21.6
2018-08-26,Nalerigu,19.1
2018-08-26,Navrongo,20.1
2018-08-26,Sefwi Wiawso,18.7
2018-08-26,Sekondi-Takoradi,21.9
2018-08-26,Somanya,21.5
2018-08-26,Sunyani,18.3
2018-08-26,Tamale,20.5
2018-08-26,Techiman,18.1
2018-08-26,Tema,22.0
2018-08-26,Wa,19.6
2018-08-27,Accra,22.0
2018-08-27,Bolgatanga,20.2
2018-08-27,Cape Coast,23.8
2018-08-27,Dambai,21.4
2018-08-27,Damongo,21.5
2018-08-27,Goaso,20.6
2018-08-27,Ho,21.0
2018-08-27,Kintampo,23.3
2018-08-27,Koforidua,20.6
2018-08-27,Kumasi,20.9
2018-08-27,Nalerigu,21.2
2018-08-27,Navrongo,20.3
2018-08-27,Sefwi Wiawso,21.3
2018-08-27,Sekondi-Takoradi,22.4
2018-08-27,Somanya,21.4
2018-08-27,Sunyani,20.5
2018-08-27,Tamale,20.8
2018-08-27,Techiman,20.5
2018-08-27,Tema,22.0
2018-08-27,Wa,19.9
2018-08-28,Accra,22.3
2018-08-28,Bolgatanga,22.9
2018-08-28,Cape Coast,21.9
2018-08-28,Dambai,23.1
2018-08-28,Damongo,28.3
2018-08-28,Goaso,20.3
2018-08-28,Ho,20.8
2018-08-28,Kintampo,22.8
2018-08-28,Koforidua,20.7
2018-08-28,Kumasi,20.4
2018-08-28,Nalerigu,21.4
2018-08-28,Navrongo,23.4
2018-08-28,Sefwi Wiawso,20.6
2018-08-28,Sekondi-Takoradi,22.1
2018-08-28,Somanya,20.5
2018-08-28,Sunyani,21.6
2018-08-28,Tamale,25.8
2018-08-28,Techiman,24.0
2018-08-28,Tema,22.1
2018-08-28,Wa,22.9
2018-08-29,Accra,23.8
2018-08-29,Bolgatanga,21.6
2018-08-29,Cape Coast,22.2
2018-08-29,Dambai,26.3
2018-08-29,Damongo,24.3
2018-08-29,Goaso,20.4
2018-08-29,Ho,22.2
2018-08-29,Kintampo,26.7
2018-08-29,Koforidua,23.1
2018-08-29,Kumasi,20.5
2018-08-29,Nalerigu,19.4
2018-08-29,Navrongo,30.7
2018-08-29,Sefwi Wiawso,20.7
2018-08-29,Sekondi-Takoradi,22.5
2018-08-29,Somanya,21.9
2018-08-29,Sunyani,20.3
2018-08-29,Tamale,21.9
2018-08-29,Techiman,21.3
2018-08-29,Tema,23.1
2018-08-29,Wa,24.3
2018-08-30,Accra,22.9
2018-08-30,Bolgatanga,21.6
2018-08-30,Cape Coast,22.0
2018-08-30,Dambai,27.3
2018-08-30,Damongo,25.3
2018-08-30,Goaso,20.6
2018-08-30,Ho,22.1
2018-08-30,Kintampo,23.8
2018-08-30,Koforidua,22.0
2018-08-30,Kumasi,20.3
2018-08-30,Nalerigu,20.8
2018-08-30,Navrongo,22.4
2018-08-30,Sefwi Wiawso,20.6
2018-08-30,Sekondi-Takoradi,22.4
2018-08-30,Somanya,21.0
2018-08-30,Sunyani,22.1
2018-08-30,Tamale,21.3
2018-08-30,Techiman,20.2
2018-08-30,Tema,21.9
2018-08-30,Wa,25.9
2018-08-31,Accra,22.2
2018-08-31,Bolgatanga,18.1
2018-08-31,Cape Coast,22.4
2018-08-31,Dambai,35.0
2018-08-31,Damongo,43.9
2018-08-31,Goaso,20.3
2018-08-31,Ho,17.9
2018-08-31,Kintampo,21.7
2018-08-31,Koforidua,17.4
2018-08-31,Kumasi,17.6
2018-08-31,Nalerigu,22.3
2018-08-31,Navrongo,21.1
2018-08-31,Sefwi Wiawso,20.3
2018-08-31,Sekondi-Takoradi,22.3
2018-08-31,Somanya,18.5
2018-08-31,Sunyani,17.9
2018-08-31,Tamale,41.9
2018-08-31,Techiman,19.3
2018-08-31,Tema,21.7
2018-08-31,Wa,19.9
2018-09-01,Accra,21.8
2018-09-01,Bolgatanga,18.4
2018-09-01,Cape Coast,22.4
2018-09-01,Dambai,20.7
2018-09-01,Damongo,20.5
2018-09-01,Goaso,16.5
2018-09-01,Ho,20.8
2018-09-01,Kintampo,18.2
2018-09-01,Koforidua,19.7
2018-09-01,Kumasi,18.5
2018-09-01,Nalerigu,17.5
2018-09-01,Navrongo,21.3
2018-09-01,Sefwi Wiawso,19.7
2018-09-01,Sekondi-Takoradi,22.3
2018-09-01,Somanya,20.8
2018-09-01,Sunyani,18.6
2018-09-01,Tamale,19.4
2018-09-01,Techiman,17.6
2018-09-01,Tema,21.8
2018-09-01,Wa,18.3
2018-09-02,Accra,22.0
2018-09-02,Bolgatanga,20.1
2018-09-02,Cape Coast,21.3
2018-09-02,Dambai,21.7
2018-09-02,Damongo,24.0
2018-09-02,Goaso,20.7
2018-09-02,Ho,21.3
2018-09-02,Kintampo,20.4
2018-09-02,Koforidua,20.6
2018-09-02,Kumasi,21.3
2018-09-02,Nalerigu,16.9
2018-09-02,Navrongo,19.6
2018-09-02,Sefwi Wiawso,21.0
2018-09-02,Sekondi-Takoradi,22.0
2018-09-02,Somanya,20.2
2018-09-02,Sunyani,21.0
2018-09-02,Tamale,22.5
2018-09-02,Techiman,20.0
2018-09-02,Tema,21.4
2018-09-02,Wa,20.6
2018-09-03,Accra,21.9
2018-09-03,Bolgatanga,22.4
2018-09-03,Cape Coast,23.1
2018-09-03,Dambai,21.4
2018-09-03,Damongo,25.6
2018-09-03,Goaso,20.3
2018-09-03,Ho,20.7
2018-09-03,Kintampo,21.8
2018-09-03,Koforidua,21.2
2018-09-03,Kumasi,19.9
2018-09-03,Nalerigu,22.7
2018-09-03,Navrongo,21.4
2018-09-03,Sefwi Wiawso,20.1
2018-09-03,Sekondi-Takoradi,21.9
2018-09-03,Somanya,20.2
2018-09-03,Sunyani,20.3
2018-09-03,Tamale,22.4
2018-09-03,Techiman,20.7
2018-09-03,Tema,21.0
2018-09-03,Wa,20.6
2018-09-04,Accra,22.4
2018-09-04,Bolgatanga,18.9
2018-09-04,Cape Coast,22.3
2018-09-04,Dambai,22.0
2018-09-04,Damongo,18.4
2018-09-04,Goaso,19.8
2018-09-04,Ho,20.6
2018-09-04,Kintampo,18.4
2018-09-04,Koforidua,18.9
2018-09-04,Kumasi,18.0
2018-09-04,Nalerigu,14.5
2018-09-04,Navrongo,17.1
2018-09-04,Sefwi Wiawso,21.2
2018-09-04,Sekondi-Takoradi,22.9
2018-09-04,Somanya,19.0
2018-09-04,Sunyani,17.5
2018-09-04,Tamale,20.0
2018-09-04,Techiman,22.3
2018-09-04,Tema,21.5
2018-09-04,Wa,24.7
2018-09-05,Accra,21.8
2018-09-05,Bolgatanga,19.2
2018-09-05,Cape Coast,21.6
2018-09-05,Dambai,21.8
2018-09-05,Damongo,20.8
2018-09-05,Goaso,20.1
2018-09-05,Ho,20.0
2018-09-05,Kintampo,20.3
2018-09-05,Koforidua,20.7
2018-09-05,Kumasi,21.1
2018-09-05,Nalerigu,19.6
2018-09-05,Navrongo,16.8
2018-09-05,Sefwi Wiawso,20.3
2018-09-05,Sekondi-Takoradi,21.4
2018-09-05,Somanya,21.2
2018-09-05,Sunyani,19.8
2018-09-05,Tamale,20.9
2018-09-05,Techiman,18.0
2018-09-05,Tema,20.9
2018-09-05,Wa,20.0
2018-09-06,Accra,21.9
2018-09-06,Bolgatanga,20.1
2018-09-06,Cape Coast,21.6
2018-09-06,Dambai,19.5
2018-09-06,Damongo,22.2
2018-09-06,Goaso,20.2
2018-09-06,Ho,20.6
2018-09-06,Kintampo,21.5
2018-09-06,Koforidua,19.4
2018-09-06,Kumasi,20.1
2018-09-06,Nalerigu,20.6
2018-09-06,Navrongo,20.3
2018-09-06,Sefwi Wiawso,20.7
2018-09-06,Sekondi-Takoradi,20.5
2018-09-06,Somanya,21.0
2018-09-06,Sunyani,19.9
2018-09-06,Tamale,20.3
2018-09-06,Techiman,20.2
2018-09-06,Tema,21.6
2018-09-06,Wa,20.4
2018-09-07,Accra,21.0
2018-09-07,Bolgatanga,19.8
2018-09-07,Cape Coast,18.2
2018-09-07,Dambai,20.0
2018-09-07,Damongo,25.1
2018-09-07,Goaso,19.5
2018-09-07,Ho,22.2
2018-09-07,Kintampo,21.2
2018-09-07,Koforidua,20.3
2018-09-07,Kumasi,19.6
2018-09-07,Nalerigu,19.9
2018-09-07,Navrongo,20.2
2018-09-07,Sefwi Wiawso,18.2
2018-09-07,Sekondi-Takoradi,18.4
2018-09-07,Somanya,21.2
2018-09-07,Sunyani,20.0
2018-09-07,Tamale,19.8
2018-09-07,Techiman,19.2
2018-09-07,Tema,20.5
2018-09-07,Wa,20.8
2018-09-08,Accra,18.1
2018-09-08,Bolgatanga,20.9
2018-09-08,Cape Coast,19.0
2018-09-08,Dambai,17.7
2018-09-08,Damongo,23.2
2018-09-08,Goaso,20.3
2018-09-08,Ho,20.2
2018-09-08,Kintampo,20.5
2018-09-08,Koforidua,18.4
2018-09-08,Kumasi,18.7
2018-09-08,Nalerigu,18.2
2018-09-08,Navrongo,21.5
2018-09-08,Sefwi Wiawso,19.7
2018-09-08,Sekondi-Takoradi,18.8
2018-09-08,Somanya,19.8
2018-09-08,Sunyani,18.7
2018-09-08,Tamale,28.6
2018-09-08,Techiman,19.0
2018-09-08,Tema,21.2
2018-09-08,Wa,19.1
2018-09-09,Accra,21.0
2018-09-09,Bolgatanga,20.5
2018-09-09,Cape Coast,21.0
2018-09-09,Dambai,20.7
2018-09-09,Damongo,22.8
2018-09-09,Goaso,20.0
2018-09-09,Ho,20.5
2018-09-09,Kintampo,19.7
2018-09-09,Koforidua,19.9
2018-09-09,Kumasi,20.1
2018-09-09,Nalerigu,20.7
2018-09-09,Navrongo,20.3
2018-09-09,Sefwi Wiawso,19.8
2018-09-09,Sekondi-Takoradi,21.3
2018-09-09,Somanya,20.7
2018-09-09,Sunyani,20.1
2018-09-09,Tamale,19.9
2018-09-09,Techiman,20.3
2018-09-09,Tema,20.8
2018-09-09,Wa,20.0
2018-09-10,Accra,20.5
2018-09-10,Bolgatanga,16.1
2018-09-10,Cape Coast,20.8
2018-09-10,Dambai,15.8
2018-09-10,Damongo,19.7
2018-09-10,Goaso,19.5
2018-09-10,Ho,15.2
2018-09-10,Kintampo,18.3
2018-09-10,Koforidua,22.0
2018-09-10,Kumasi,19.7
2018-09-10,Nalerigu,18.6
2018-09-10,Navrongo,13.7
2018-09-10,Sefwi Wiawso,19.6
2018-09-10,Sekondi-Takoradi,19.8
2018-09-10,Somanya,19.8
2018-09-10,Sunyani,19.6
2018-09-10,Tamale,15.6
2018-09-10,Techiman,19.4
2018-09-10,Tema,20.0
2018-09-10,Wa,16.9
2018-09-11,Accra,21.0
2018-09-11,Bolgatanga,16.2
2018-09-11,Cape Coast,20.3
2018-09-11,Dambai,22.8
2018-09-11,Damongo,19.7
2018-09-11,Goaso,19.7
2018-09-11,Ho,17.5
2018-09-11,Kintampo,26.2
2018-09-11,Koforidua,20.4
2018-09-11,Kumasi,19.9
2018-09-11,Nalerigu,18.6
2018-09-11,Navrongo,16.7
2018-09-11,Sefwi Wiawso,18.5
2018-09-11,Sekondi-Takoradi,21.3
2018-09-11,Somanya,20.4
2018-09-11,Sunyani,19.6
2018-09-11,Tamale,17.0
2018-09-11,Techiman,19.0
2018-09-11,Tema,21.0
2018-09-11,Wa,26.6
2018-09-12,Accra,21.6
2018-09-12,Bolgatanga,19.7
2018-09-12,Cape Coast,22.2
2018-09-12,Dambai,25.0
2018-09-12,Damongo,28.9
2018-09-12,Goaso,45.1
2018-09-12,Ho,26.3
2018-09-12,Kintampo,27.8
2018-09-12,Koforidua,23.4
2018-09-12,Kumasi,41.6
2018-09-12,Nalerigu,19.4
2018-09-12,Navrongo,17.8
2018-09-12,Sefwi Wiawso,44.5
2018-09-12,Sekondi-Takoradi,22.5
2018-09-12,Somanya,24.3
2018-09-12,Sunyani,45.6
2018-09-12,Tamale,23.5
2018-09-12,Techiman,27.0
2018-09-12,Tema,18.3
2018-09-12,Wa,22.0
2018-09-13,Accra,20.3
2018-09-13,Bolgatanga,20.0
2018-09-13,Cape Coast,21.9
2018-09-13,Dambai,23.3
2018-09-13,Damongo,24.0
2018-09-13,Goaso,24.8
2018-09-13,Ho,23.6
2018-09-13,Kintampo,23.5
2018-09-13,Koforidua,22.7
2018-09-13,Kumasi,23.6
2018-09-13,Nalerigu,21.1
2018-09-13,Navrongo,22.0
2018-09-13,Sefwi Wiawso,23.0
2018-09-13,Sekondi-Takoradi,20.4
2018-09-13,Somanya,23.1
2018-09-13,Sunyani,21.1
2018-09-13,Tamale,20.5
2018-09-13,Techiman,21.4
2018-09-13,Tema,20.3
2018-09-13,Wa,20.6
2018-09-14,Accra,20.3
2018-09-14,Bolgatanga,20.3
2018-09-14,Cape Coast,19.7
2018-09-14,Dambai,19.7
2018-09-14,Damongo,23.2
2018-09-14,Goaso,19.3
2018-09-14,Ho,20.8
2018-09-14,Kintampo,25.3
2018-09-14,Koforidua,19.8
2018-09-14,Kumasi,19.0
2018-09-14,Nalerigu,20.3
2018-09-14,Navrongo,20.5
2018-09-14,Sefwi Wiawso,19.5
2018-09-14,Sekondi-Takoradi,20.1
2018-09-14,Somanya,18.9
2018-09-14,Sunyani,18.9
2018-09-14,Tamale,20.1
2018-09-14,Techiman,18.7
2018-09-14,Tema,19.5
2018-09-14,Wa,21.1
2018-09-15,Accra,20.1
2018-09-15,Bolgatanga,19.8
2018-09-15,Cape Coast,20.0
2018-09-15,Dambai,20.8
2018-09-15,Damongo,25.5
2018-09-15,Goaso,19.5
2018-09-15,Ho,19.9
2018-09-15,Kintampo,20.5
2018-09-15,Koforidua,20.7
2018-09-15,Kumasi,19.6
2018-09-15,Nalerigu,22.4
2018-09-15,Navrongo,19.8
2018-09-15,Sefwi Wiawso,20.1
2018-09-15,Sekondi-Takoradi,20.7
2018-09-15,Somanya,19.4
2018-09-15,Sunyani,19.8
2018-09-15,Tamale,20.5
2018-09-15,Techiman,18.8
2018-09-15,Tema,19.9
2018-09-15,Wa,19.6
2018-09-16,Accra,20.6
2018-09-16,Bolgatanga,22.3
2018-09-16,Cape Coast,20.2
2018-09-16,Dambai,13.7
2018-09-16,Damongo,18.6
2018-09-16,Goaso,22.7
2018-09-16,Ho,33.3
2018-09-16,Kintampo,26.5
2018-09-16,Koforidua,25.7
2018-09-16,Kumasi,26.3
2018-09-16,Nalerigu,18.2
2018-09-16,Navrongo,21.3
2018-09-16,Sefwi Wiawso,22.2
2018-09-16,Sekondi-Takoradi,20.5
2018-09-16,Somanya,25.8
2018-09-16,Sunyani,22.2
2018-09-16,Tamale,23.4
2018-09-16,Techiman,24.8
2018-09-16,Tema,19.9
2018-09-16,Wa,18.7
2018-09-17,Accra,19.2
2018-09-17,Bolgatanga,27.2
2018-09-17,Cape Coast,19.6
2018-09-17,Dambai,25.4
2018-09-17,Damongo,24.7
2018-09-17,Goaso,22.7
2018-09-17,Ho,21.1
2018-09-17,Kintampo,23.1
2018-09-17,Koforidua,23.3
2018-09-17,Kumasi,21.0
2018-09-17,Nalerigu,28.6
2018-09-17,Navrongo,23.8
2018-09-17,Sefwi Wiawso,21.0
2018-09-17,Sekondi-Takoradi,20.1
2018-09-17,Somanya,21.6
2018-09-17,Sunyani,21.3
2018-09-17,Tamale,22.6
2018-09-17,Techiman,22.1
2018-09-17,Tema,18.6
2018-09-17,Wa,19.3
2018-09-18,Accra,19.7
2018-09-18,Bolgatanga,22.2
2018-09-18,Cape Coast,19.2
2018-09-18,Dambai,22.9
2018-09-18,Damongo,21.8
2018-09-18,Goaso,20.8
2018-09-18,Ho,24.9
2018-09-18,Kintampo,27.2
2018-09-18,Koforidua,23.9
2018-09-18,Kumasi,19.7
2018-09-18,Nalerigu,24.5
2018-09-18,Navrongo,21.8
2018-09-18,Sefwi Wiawso,20.6
2018-09-18,Sekondi-Takoradi,19.2
2018-09-18,Somanya,22.2
2018-09-18,Sunyani,20.1
2018-09-18,Tamale,20.2
2018-09-18,Techiman,23.2
2018-09-18,Tema,18.6
2018-09-18,Wa,20.6
2018-09-19,Accra,19.7
2018-09-19,Bolgatanga,22.7
2018-09-19,Cape Coast,18.7
2018-09-19,Dambai,17.0
2018-09-19,Damongo,20.8
2018-09-19,Goaso,21.1
2018-09-19,Ho,18.0
2018-09-19,Kintampo,18.7
2018-09-19,Koforidua,21.0
2018-09-19,Kumasi,19.1
2018-09-19,Nalerigu,23.5
2018-09-19,Navrongo,21.6
2018-09-19,Sefwi Wiawso,19.6
2018-09-19,Sekondi-Takoradi,20.2
2018-09-19,Somanya,21.8
2018-09-19,Sunyani,15.5
2018-09-19,Tamale,16.5
2018-09-19,Techiman,17.6
2018-09-19,Tema,18.4
2018-09-19,Wa,20.0
2018-09-20,Accra,18.2
2018-09-20,Bolgatanga,19.7
2018-09-20,Cape Coast,19.4
2018-09-20,Dambai,22.8
2018-09-20,Damongo,20.7
2018-09-20,Goaso,26.1
2018-09-20,Ho,25.8
2018-09-20,Kintampo,23.0
2018-09-20,Koforidua,29.0
2018-09-20,Kumasi,22.2
2018-09-20,Nalerigu,25.0
2018-09-20,Navrongo,21.3
2018-09-20,Sefwi Wiawso,19.1
2018-09-20,Sekondi-Takoradi,17.3
2018-09-20,Somanya,26.2
2018-09-20,Sunyani,20.4
2018-09-20,Tamale,21.0
2018-09-20,Techiman,20.0
2018-09-20,Tema,16.8
2018-09-20,Wa,19.3
2018-09-21,Accra,18.8
2018-09-21,Bolgatanga,20.2
2018-09-21,Cape Coast,19.0
2018-09-21,Dambai,22.9
2018-09-21,Damongo,24.2
2018-09-21,Goaso,18.8
2018-09-21,Ho,20.8
2018-09-21,Kintampo,20.6
2018-09-21,Koforidua,25.8
2018-09-21,Kumasi,18.9
2018-09-21,Nalerigu,24.3
2018-09-21,Navrongo,20.2
